address,price,details,Price,Bedrooms,Bathrooms,Latitude,Longitude
"1331 Queen St E UNIT 502, Toronto, ON M4L 1C6","C$839,900",1 bd1 ba- Condo for sale,839900,1,1,43.663923,-79.3268013
"386 Yonge St #712, Toronto, ON M5B 0A5","C$699,000",1 bd2 ba- Condo for sale,699000,1,2,43.6596706,-79.3825726
"2662 Bloor St W #308, Toronto, ON M8X 2Z7","C$999,999",2 bds2 ba- Condo for sale,999999,2,2,43.6496254,-79.4944589
"5 Vicora Linkway #402, Toronto, ON M3C 1A5","C$519,900",2 bds1 ba- Condo for sale,519900,2,1,43.71179799999999,-79.32414539999999
"35 Hollywood Ave #1809, Toronto, ON M2N 0A9","C$768,000",2 bds2 ba- Condo for sale,768000,2,2,43.7656295,-79.410051
"125 Royal York Rd, Toronto, ON M8V 2T9","C$849,000",2 bds1 ba- House for sale,849000,2,1,43.6091428,-79.4951787
"4725 Sheppard Ave E #109, Toronto, ON M1S 5B2","C$549,900",2 bds2 ba- Condo for sale,549900,2,2,43.7900849,-79.25455509999999
"628 Fleet St #2802, Toronto, ON M5V 1A8","C$1,199,000",2 bds2 ba- Condo for sale,1199000,2,2,43.6361766,-79.4033006
"1338 York Mills Rd #1606, Toronto, ON M3A 3M3","C$484,800",2 bds1 ba- Condo for sale,484800,2,1,43.762966,-79.3208819
"340 Dixon Rd #102, Toronto, ON M9R 1T1","C$370,000",2 bds1 ba- Condo for sale,370000,2,1,43.6960392,-79.55411959999999
"2 Anndale Dr #807, Toronto, ON M2N 0G5","C$799,000",2 bds2 ba- Condo for sale,799000,2,2,43.7607405,-79.4084851
"41 Markbrook Ln N #910, Toronto, ON M9V 5E6","C$549,900",2 bds2 ba- Condo for sale,549900,2,2,43.7583721,-79.5864619
"1918 Gerrard St E, Toronto, ON M4L 2C1","C$1,799,000",3 bds4 ba- House for sale,1799000,3,4,43.6806303,-79.31179259999999
"78 Corbett Ave, Toronto, ON M6N 1V1","C$889,900",2 bds2 ba- House for sale,889900,2,2,43.6711309,-79.4904912
"1 Bloor St E #512, Toronto, ON M4W 0A8","C$2,085,000",2 bds3 ba- Condo for sale,2085000,2,3,43.67015869999999,-79.38624620000002
"26 Olive Ave #LPH-11, Toronto, ON M2N 7G7","C$619,000",1 bd1 ba- Condo for sale,619000,1,1,43.7793207,-79.4137118
"633 Bay St #808, Toronto, ON M5G 2G4","C$688,000",1 bd2 ba- Condo for sale,688000,1,2,43.6569087,-79.38356739999999
"160 Nipigon Ave, Toronto, ON M2M 2W4","C$1,579,000",3 bds3 ba- House for sale,1579000,3,3,43.8001058,-79.4075616
"50 Lotherton Ptwy #608, Toronto, ON M6B 2G7","C$369,900",2 bds1 ba- Condo for sale,369900,2,1,43.7058451,-79.46703149999999
"50 Ames Cir, Toronto, ON M3B 3C1","C$2,188,000",4 bds3 ba- House for sale,2188000,4,3,43.7502389,-79.36844119999999
"10 Valdor Dr, Toronto, ON M1V 1R4","C$950,000",6 bds3 ba- House for sale,950000,6,3,43.8101902,-79.2878755
"75 Queens Wharf Rd #2201, Toronto, ON M5V 0J8","C$1,029,880",2 bds2 ba- Condo for sale,1029880,2,2,43.6384793,-79.3980847
"8 Sego Royalway Way, Toronto, ON M2H 1L4","C$699,000",3 bds2 ba- Condo for sale,699000,3,2,43.7993244,-79.35508759999999
"7 Aldershot Cres #5, Toronto, ON M2P 1Z9","C$699,000",2 bds2 ba- Condo for sale,699000,2,2,43.7546289,-79.4045871
"435 Richmond St W #1401, Toronto, ON M5V 0N3","C$708,000",2 bds1 ba- Condo for sale,708000,2,1,43.64762890000001,-79.3968573
"44 Tilbury Dr, Toronto, ON M3K 1W6","C$888,000",4 bds2 ba- House for sale,888000,4,2,43.7320199,-79.48038
"8 Mercer St #604, Toronto, ON M5V 0C4","C$639,000",1 bd1 ba- Condo for sale,639000,1,1,43.6459498,-79.3897558
"8 Conland Ave, Toronto, ON M6A 2R9","C$2,588,000",7 bds7 ba- House for sale,2588000,7,7,43.7172583,-79.45340209999999
"8 Winlock Park, Toronto, ON M2M 1Z2","C$2,150,000",8 bds5 ba- House for sale,2150000,8,5,43.7851694,-79.3991059
"36 Dixfield Dr, Toronto, ON M9C 4J1","C$1,150,000",4 bds2 ba- House for sale,1150000,4,2,43.6582345,-79.57486159999999
"13 San Robertoway, Toronto, ON M3L 2J4","C$677,888",4 bds3 ba- Condo for sale,677888,4,3,43.7412566,-79.51223689999999
"153 William Duncan Rd #1, Toronto, ON M3K 0B9","C$549,900",2 bds1 ba- Condo for sale,549900,2,1,43.7361514,-79.4755686
"35 Lejune Rd, Toronto, ON M1T 2S6","C$998,000",3 bds2 ba- House for sale,998000,3,2,43.7809787,-79.2893433
"60 Grandravine Dr #6, Toronto, ON M3J 1B1","C$679,000",3 bds3 ba- Townhouse for sale,679000,3,3,43.7529876,-79.4888842
"29 Rosita Cres, Toronto, ON M1L 1X7","C$899,900",3 bds2 ba- House for sale,899900,3,2,43.7124482,-79.2893859
"65 Harbour Sq #1001, Toronto, ON M5J 2L4","C$1,685,000",2 bds2 ba- Condo for sale,1685000,2,2,43.6400545,-79.3787285
"18 Rean Dr #312, Toronto, ON M2K 0C7","C$598,000",1 bd2 ba- Condo for sale,598000,1,2,43.7672411,-79.3832479
"4 Park Vis #802, Toronto, ON M4B 3M8","C$499,900",1 bd1 ba- Condo for sale,499900,1,1,43.69823270000001,-79.29955629999999
"115 Mcmahon Dr #3706, Toronto, ON M2K 0C2","C$498,000",1 bd1 ba- Condo for sale,498000,1,1,43.7669863,-79.37104200000002
"24 Ranee Ave, Toronto, ON M6A 1M6","C$2,090,000",4 bds5 ba- House for sale,2090000,4,5,43.7267884,-79.43333609999999
"373 Front St #310, Toronto, ON M5V 3R7","C$815,000",2 bds1 ba- Condo for sale,815000,2,1,43.6429328,-79.3921472
"660 Eglinton Ave W #208, Toronto, ON M5N 1C3","C$498,000",1 bd1 ba- Condo for sale,498000,1,1,43.7026477,-79.419612
"4 Kenton Dr, Toronto, ON M2R 2H7","C$1,299,900",3 bds2 ba- House for sale,1299900,3,2,43.7783519,-79.4436175
"113 Redgrave Dr, Toronto, ON M9R 3V4","C$888,888",4 bds3 ba- House for sale,888888,4,3,43.6794121,-79.5702879
"60 Stevenson Rd #1408, Toronto, ON M9V 2B4","C$549,999",3 bds2 ba- Condo for sale,549999,3,2,43.74390349999999,-79.58674189999999
"13 San Robertoway #12, Toronto, ON M3L 2J4","C$677,888",3 bds3 ba- Townhouse for sale,677888,3,3,43.7412566,-79.51223689999999
"60 Monclova Rd, Toronto, ON M3M 0A6","C$999,000",3 bds4 ba- House for sale,999000,3,4,43.73107330000001,-79.50923879999999
"20 Richardson St #919, Toronto, ON M5A 0S6","C$1,049,900",2 bds2 ba- Condo for sale,1049900,2,2,43.645568,-79.3686869
"4 Tamola Park Ct, Toronto, ON M9L 2L1","C$1,109,990",3 bds3 ba- Townhouse for sale,1109990,3,3,43.653226,-79.3831843
"29 Fundy Bay Blvd #45, Toronto, ON M1W 3A2","C$829,990",3 bds2 ba- Townhouse for sale,829990,3,2,43.81002429999999,-79.312629
"82 Dell Park Ave, Toronto, ON M6B 2T8","C$2,299,000",4 bds6 ba- House for sale,2299000,4,6,43.716424,-79.4363748
"600 Fleet St #505, Toronto, ON M5V 1B7","C$439,000",Studio1 ba- Condo for sale,439000,1,1,43.63699260000001,-79.4003535
"100 Western Battery Rd #LPH05, Toronto, ON M6K 3S2","C$699,990",2 bds2 ba- Condo for sale,699990,2,2,43.639949,-79.41581870000002
"2150 Lawrence Ave N #105, Toronto, ON M1R 3A7","C$525,000",2 bds2 ba- Condo for sale,525000,2,2,43.7475445,-79.2859197
"63 Varsity Rd, Toronto, ON M6S 4N7","C$1,249,800",3 bds3 ba- House for sale,1249800,3,3,43.6607657,-79.4967894
"3265 Lawrence Ave E, Toronto, ON M1H 1A5","C$799,000",3 bds2 ba- House for sale,799000,3,2,43.7566925,-79.23871489999999
"16 Brookridge Dr, Toronto, ON M1P 3M1","C$899,900",3 bds2 ba- House for sale,899900,3,2,43.7591604,-79.2673806
"340 Dixon Rd #2107, Toronto, ON M9R 1T1","C$409,000",3 bds2 ba- Condo for sale,409000,3,2,43.6960392,-79.55411959999999
"15 Torrance Rd #504, Toronto, ON M1J 3K2","C$368,000",1 bd1 ba- Condo for sale,368000,1,1,43.74066860000001,-79.2350191
"25 Oxley St #805, Toronto, ON M5V 2J5","C$699,900",1 bd1 ba- Condo for sale,699900,1,1,43.6462529,-79.3944679
"32 Sentinel Rd #11, Toronto, ON M3M 2Y8","C$568,000",3 bds2 ba- Townhouse for sale,568000,3,2,43.7450269,-79.4926835
"63 A Roseland Dr, Toronto, ON M8W 1Y4","C$1,149,000","3 bds3 ba1,250 sqft- House for sale",1149000,3,3,43.5988,-79.54903
"384 Rimilton Ave, Toronto, ON M8W 2G2","C$1,399,500",3 bds1 ba- House for sale,1399500,3,1,43.60610339999999,-79.5374023
"176 Cocksfield Ave, Toronto, ON M3H 3T5","C$1,549,900",3 bds2 ba- House for sale,1549900,3,2,43.7544253,-79.451318
"118 Finch Ave W #3, Toronto, ON M2N 7G2","C$699,999",3 bds3 ba- Condo for sale,699999,3,3,43.77766039999999,-79.425983
"330 Dixon Rd W #2303, Toronto, ON M9R 1S9","C$399,000",1 bd1 ba- Condo for sale,399000,1,1,43.6959828,-79.55309629999999
"81 Navy Wharf Ct #602, Toronto, ON M5V 3S2","C$692,000",1 bd1 ba- Condo for sale,692000,1,1,43.6413424,-79.3914198
"75 Queens Wharf Rd #811, Toronto, ON M5V 0J8","C$575,000",1 bd1 ba- Condo for sale,575000,1,1,43.6384793,-79.3980847
"840 Queens Plate Dr UNIT 1212, Toronto, ON M9W 0E7","C$469,900",2 bds2 ba- Condo for sale,469900,2,2,43.7204262,-79.6034454
"955 Oconnor Dr #309, Toronto, ON M4B 2S7","C$589,900",2 bds2 ba- Condo for sale,589900,2,2,43.7083427,-79.3105104
"1 Massey Sq #2416, Toronto, ON M4C 5L4","C$469,000",2 bds1 ba- Condo for sale,469000,2,1,43.696526,-79.294243
"18 Parkview Ave #1107, Toronto, ON M2N 7H7","C$699,000",2 bds2 ba- Condo for sale,699000,2,2,43.7712971,-79.41284739999999
"11 Waterbridge Way, Toronto, ON M1C 5C5","C$1,299,000",4 bds3 ba- House for sale,1299000,4,3,43.7720616,-79.13956619999999
"2 Sonic Way #2305, Toronto, ON M3C 0P2","C$699,900",2 bds2 ba- Condo for sale,699900,2,2,43.7195387,-79.3366542
"35 Ormskirk Ave #601, Toronto, ON M6S 1A8","C$740,000",3 bds1 ba- Condo for sale,740000,3,1,43.63913,-79.474828
"1131 Steeles Ave W #1204, Toronto, ON M2R 3W8","C$710,000",2 bds2 ba- Condo for sale,710000,2,2,43.7907034,-79.4507869
"65 Kingsdown Dr, Toronto, ON M1K 3B9","C$899,999",7 bds4 ba- House for sale,899999,7,4,43.7412129,-79.27267359999999
"1666 Queen St E #12, Toronto, ON M4L 1G3","C$769,900",3 bds2 ba- Townhouse for sale,769900,3,2,43.6671529,-79.3140749
"29 Sonic Way #30, Toronto, ON M3C 0P3","C$1,129,900",3 bds3 ba- Townhouse for sale,1129900,3,3,43.71926,-79.33587
"26 Sonic Way #15, Toronto, ON M3C 0P3","C$999,999",3 bds3 ba- Townhouse for sale,999999,3,3,43.719817,-79.3361347
"1135 Royal York Rd #501, Toronto, ON M9A 0C3","C$748,888",2 bds2 ba850 sqft- Condo for sale,748888,2,2,43.6601448,-79.5161415
"207 Pemberton Ave, Toronto, ON M2M 1Y9","C$2,899,000",5 bds7 ba- House for sale,2899000,5,7,43.7835613,-79.401471
"105 Mccaul St #805, Toronto, ON M5T 2X4","C$529,999",2 bds1 ba- Condo for sale,529999,2,1,43.65367380000001,-79.3908898
"65 Huntingdale Blvd PENTHOUSE 1, Toronto, ON M1W 2P1","C$550,000",2 bds2 ba- Condo for sale,550000,2,2,43.7951768,-79.3243677
"63 Mcgillivray Ave, Toronto, ON M5M 2Y3","C$3,195,000",4 bds5 ba- House for sale,3195000,4,5,43.7367038,-79.42728149999999
"365 Church St UNIT 904, Toronto, ON M5B 0B5","C$535,000",Studio1 ba- Condo for sale,535000,1,1,43.6610459,-79.3787591
"59 Annie Craig Dr #3701, Toronto, ON M8V 0C4","C$1,998,000",1 bd2 ba- Condo for sale,1998000,1,2,43.6249692,-79.47822099999999
"220 Victoria St UNIT 1606, Toronto, ON M5B 2R6","C$750,000",3 bds2 ba- Condo for sale,750000,3,2,43.65485839999999,-79.3792134
"15 Grenville St #5007, Toronto, ON M4Y 0B9","C$688,800",1 bd1 ba- Condo for sale,688800,1,1,43.66186140000001,-79.3841461
"11 Saint Joseph St #311, Toronto, ON M4Y 3G4","C$999,900",2 bds2 ba- Condo for sale,999900,2,2,43.6657429,-79.3861318
"365 Princess Ave, Toronto, ON M2N 3S7","C$2,998,000",7 bds7 ba- House for sale,2998000,7,7,43.7724315,-79.3932722
"6 Sheva Ct, Toronto, ON M1K 3P9","C$999,900",6 bds3 ba- House for sale,999900,6,3,43.7291964,-79.2595849
"103 Carrera Blvd, Toronto, ON M1P 5C4","C$888,000",3 bds4 ba- Townhouse for sale,888000,3,4,43.76663019999999,-79.291429
"6 Sheva Ct, Toronto, ON M1K 3P9","C$999,900",6 bds3 ba- House for sale,999900,6,3,43.7291964,-79.2595849
"138 Bonis Ave #725, Toronto, ON M1T 3V9","C$869,000",3 bds2 ba- Condo for sale,869000,3,2,43.7857547,-79.2945701
"220 Victoria St UNIT 1606, Toronto, ON M5B 2R6","C$750,000",3 bds2 ba- Condo for sale,750000,3,2,43.65485839999999,-79.3792134
"51 Lower Simcoe St #1802, Toronto, ON M5J 3A2","C$625,000",1 bd1 ba- Condo for sale,625000,1,1,43.6421819,-79.3836628
"1 Kirby Rd, Toronto, ON M3L 1B5","C$1,099,000",3 bds3 ba- House for sale,1099000,3,3,43.7203911,-79.5142824
"199 Richmond St W #808, Toronto, ON M5V 0H4","C$629,999",1 bd1 ba- Condo for sale,629999,1,1,43.6495729,-79.3880901
"23 Crusader St, Toronto, ON M1H 1E1","C$1,200,000",3 bds3 ba- House for sale,1200000,3,3,43.7566691,-79.23309739999999
"10 Yonge St #1106, Toronto, ON M5E 1R4","C$679,000",1 bd1 ba- Condo for sale,679000,1,1,43.6424869,-79.37541740000002
"30 Shore Breeze Dr #535, Toronto, ON M8V 0E1","C$579,900",1 bd1 ba- Condo for sale,579900,1,1,43.62377619999999,-79.47963299999999
"105 22nd St, Toronto, ON M8V 3M5","C$1,549,999",3 bds4 ba- House for sale,1549999,3,4,43.6009122,-79.52261170000001
"67 Frederick Tisdale Dr, Toronto, ON M3K 0C5","C$1,325,000",5 bds5 ba- Townhouse for sale,1325000,5,5,43.7341104,-79.47620979999999
"215 Fort York Blvd #1408, Toronto, ON M5V 4A2","C$679,900",1 bd1 ba- Condo for sale,679900,1,1,43.6366434,-79.4046054
"256 Doris Ave #602, Toronto, ON M2N 6X8","C$649,900",2 bds2 ba- Condo for sale,649900,2,2,43.7716108,-79.41213719999999
"7 Michael Power Pl #904, Toronto, ON M9A 0A4","C$498,000",1 bd1 ba- Condo for sale,498000,1,1,43.6445123,-79.52937969999999
"193 Lynedock Cres, Toronto, ON M3A 2B3","C$899,900",4 bds2 ba- House for sale,899900,4,2,43.7623538,-79.32430889999999
"12 Rutherford Ave, Toronto, ON M6M 2C6","C$899,999",2 bds3 ba- House for sale,899999,2,3,43.6903541,-79.4973505
"57 Gaydon Ave, Toronto, ON M9M 1G6","C$889,000",2 bds2 ba- House for sale,889000,2,2,43.72100020000001,-79.5336069
"51 Trolley Cres #516, Toronto, ON M5A 0E9","C$599,900",1 bd1 ba- Condo for sale,599900,1,1,43.6569809,-79.355378
"18 Bexhill Ave, Toronto, ON M1L 3B4","C$775,900",2 bds2 ba- House for sale,775900,2,2,43.7007851,-79.28840559999999
"101 Erskine Ave #1302, Toronto, ON M4P 0C5","C$784,900",2 bds2 ba- Condo for sale,784900,2,2,43.7115382,-79.39532299999999
"142 Gradwell Dr, Toronto, ON M1M 2N2","C$1,800,000",4 bds4 ba- House for sale,1800000,4,4,43.7193322,-79.2377061
"471 Brimorton Dr, Toronto, ON M1H 2E7","C$999,000",4 bds2 ba- House for sale,999000,4,2,43.7710646,-79.23468369999999
"488 University Ave #2109, Toronto, ON M5G 0C1","C$759,900",1 bd1 ba- Condo for sale,759900,1,1,43.6550277,-79.3890703
"40 Panorama Ct #709, Toronto, ON M9V 4M1","C$349,900",2 bds1 ba- Condo for sale,349900,2,1,43.7476922,-79.5797904
"16 Muriel Ave, Toronto, ON M4J 2X9","C$1,098,000",4 bds1 ba- House for sale,1098000,4,1,43.6813054,-79.3451331
"101 Peter St #3305, Toronto, ON M5V 0G6","C$499,000",1 bd1 ba- Condo for sale,499000,1,1,43.6476068,-79.3925708
"115 Antibes Dr PENTHOUSE 5, Toronto, ON M2R 2Y9","C$598,000",2 bds2 ba- Condo for sale,598000,2,2,43.7795828,-79.44590079999999
"3 Maple Bush Ave, Toronto, ON M9N 1S7","C$799,900",2 bds1 ba- House for sale,799900,2,1,43.71010829999999,-79.5354444
"94 George Anderson Dr, Toronto, ON M6M 2Z2","C$2,050,000",5 bds7 ba- House for sale,2050000,5,7,43.7038788,-79.485275
"48 Silvergrove Rd, Toronto, ON M2L 2N6","C$6,688,000",6 bds6 ba- House for sale,6688000,6,6,43.76384849999999,-79.37784409999999
"386 Yonge St #2304, Toronto, ON M5B 0A5","C$949,000",2 bds2 ba- Condo for sale,949000,2,2,43.6596706,-79.3825726
"7 Ferncroft Dr, Toronto, ON M1N 2X3","C$1,299,000",2 bds2 ba- House for sale,1299000,2,2,43.6854891,-79.2768461
"1218 Islington Ave, Toronto, ON M8Z 4T1","C$1,295,000",2 bds2 ba- House for sale,1295000,2,2,43.643921,-79.5233818
"3 Massey Sq #2606, Toronto, ON M4C 5L5","C$449,900",2 bds1 ba- Condo for sale,449900,2,1,43.696799,-79.2934126
"101 Charles St E #710, Toronto, ON M4Y 0A9","C$909,000",2 bds2 ba- Condo for sale,909000,2,2,43.6696371,-79.3805424
"209 Fort York Blvd S #956, Toronto, ON M5V 4A1","C$579,000",1 bd1 ba- Condo for sale,579000,1,1,43.6370745,-79.4046491
"36 Lisgar St #1515E, Toronto, ON M6J 0C7","C$428,800",1 bd1 ba- Condo for sale,428800,1,1,43.6420208,-79.4233917
"30 Herons Hill Way #2509, Toronto, ON M2J 0A7","C$599,900",2 bds2 ba838 sqft- Condo for sale,599900,2,2,43.7749383,-79.3352515
"30 Herons Hill Way #2007, Toronto, ON M2J 0A7","C$659,000",2 bds2 ba- Condo for sale,659000,2,2,43.7749383,-79.3352515
"222 Broadview Ave, Toronto, ON M4M 2G5","C$1,700,000",Studio3 ba- House for sale,1700000,3,3,43.66194309999999,-79.35144129999999
"165 Legion Rd #1133, Toronto, ON M8Y 0B3","C$599,999",1 bd1 ba- Condo for sale,599999,1,1,43.6241214,-79.48801
"38 Lee Centre Dr #702, Toronto, ON M1H 3J7","C$469,000",1 bd1 ba- Condo for sale,469000,1,1,43.7817588,-79.2466125
"101 Farm Greenway #101, Toronto, ON M3A 3M1","C$799,900",3 bds3 ba- Townhouse for sale,799900,3,3,43.7660043,-79.31964110000001
"207 Galloway Rd #1103, Toronto, ON M1E 4X3","C$399,000",3 bds2 ba- Condo for sale,399000,3,2,43.7667355,-79.19628
"151 Village Green Sq #2103, Toronto, ON M1S 0K5","C$559,900",2 bds2 ba- Condo for sale,559900,2,2,43.7788438,-79.28132509999999
"1430 A Yonge St #602, Toronto, ON M4T 1Y6","C$1,100,000",2 bds2 ba- Condo for sale,1100000,2,2,43.6871575,-79.39401699999999
"20 Bruyeres Mews #2512, Toronto, ON M5V 0G8","C$990,000",2 bds2 ba- Condo for sale,990000,2,2,43.6375024,-79.4009141
"568 Delaware Ave N, Toronto, ON M6H 2V2","C$1,499,900",5 bds5 ba- House for sale,1499900,5,5,43.6727105,-79.4329125
"57 Saint Joseph St PENTHOUSE 4, Toronto, ON M5S 0C5","C$518,000",Studio1 ba- Condo for sale,518000,1,1,43.6654338,-79.38798380000001
"20 Forest Manor Rd #604, Toronto, ON M2J 1M2","C$399,900",1 bd1 ba- Condo for sale,399900,1,1,43.7700557,-79.34425879999999
"8855 Sheppard Ave E #128, Toronto, ON M1B 0E3","C$549,900",3 bds2 ba- Condo for sale,549900,3,2,43.8053764,-79.1830654
"38 Joe Shuster Way #1113, Toronto, ON M6K 0A5","C$529,000",1 bd1 ba- Condo for sale,529000,1,1,43.6405301,-79.42450520000001
"16 Simeon Ct, Toronto, ON M2K 2N7","C$2,188,000",5 bds4 ba- House for sale,2188000,5,4,43.7938036,-79.3895617
"207 Galloway Rd #901, Toronto, ON M1E 4X3","C$399,000",2 bds1 ba- Condo for sale,399000,2,1,43.7667355,-79.19628
"519 Glebeholme Blvd, Toronto, ON M4C 1V3","C$999,000",4 bds3 ba- House for sale,999000,4,3,43.6867692,-79.3192167
"101 Charles St E, Toronto, ON M4Y 0A9","C$769,900",2 bds1 ba- Condo for sale,769900,2,1,43.6696371,-79.3805424
"1563 Bathurst St, Toronto, ON M5P 3H8","C$3,880,000",6 bds4 ba- House for sale,3880000,6,4,43.6874219,-79.4197786
"643 Sentinel Rd, Toronto, ON M3J 0B4","C$1,139,000",10 bds5 ba- House for sale,1139000,10,5,43.7676638,-79.5011084
"650 Balliol St, Toronto, ON M4S 1E7","C$3,088,000",5 bds5 ba- House for sale,3088000,5,5,43.7014787,-79.3774691
"403 Church St #2312, Toronto, ON M4Y 0C9","C$1,099,000",3 bds2 ba- Condo for sale,1099000,3,2,43.6622664,-79.3792077
"213 Claremont St, Toronto, ON M6J 2N1","C$1,745,000",3 bds3 ba- Townhouse for sale,1745000,3,3,43.6519967,-79.41173529999999
"350 Wellington St W #201, Toronto, ON M5V 3W9","C$698,000",1 bd1 ba- Condo for sale,698000,1,1,43.64462899999999,-79.39281570000001
"7 Devonridge Cres, Toronto, ON M1C 5B1","C$1,699,999",5 bds5 ba- House for sale,1699999,5,5,43.7931635,-79.1682919
"42 Croach Cres, Toronto, ON M1S 4J1","C$958,000",3 bds4 ba- Townhouse for sale,958000,3,4,43.8090073,-79.2595759
"28 Linden St #3004, Toronto, ON M4Y 0A4","C$925,000",2 bds2 ba- Condo for sale,925000,2,2,43.6708289,-79.3768492
"94 Radwell Cres, Toronto, ON M1V 2J5","C$799,000",3 bds3 ba- House for sale,799000,3,3,43.8197972,-79.2906843
"52 Denvale Rd, Toronto, ON M4B 3B7","C$2,099,000",4 bds5 ba- House for sale,2099000,4,5,43.707184,-79.3187801
"12 Bonnycastle St #207, Toronto, ON M5A 0C8","C$679,000",1 bd1 ba- Condo for sale,679000,1,1,43.6460368,-79.3649192
"16 Bonnycastle St #1106, Toronto, ON M5A 0C9","C$679,000",1 bd1 ba- Condo for sale,679000,1,1,43.6460855,-79.3648886
"43 Earnscliffe Rd, Toronto, ON M6E 1J4","C$805,000",3 bds1 ba- House for sale,805000,3,1,43.6830076,-79.4395881
"20 Minowan Miikan Ln #701, Toronto, ON M6J 0E5","C$845,000",2 bds2 ba- Condo for sale,845000,2,2,43.6432774,-79.4282542
"8 Lee Centre Dr UNIT 505, Toronto, ON M1H 3H8","C$470,000",1 bd1 ba- Condo for sale,470000,1,1,43.7809366,-79.2477127
"77 Harbour Sq #2207, Toronto, ON M5J 2S2","C$1,124,990",2 bds2 ba- Condo for sale,1124990,2,2,43.6396638,-79.3792757
"858 Palmerston Ave, Toronto, ON M6G 2S1","C$2,499,990",5 bds4 ba- House for sale,2499990,5,4,43.6714473,-79.41650489999999
"20 Thomas Riley Rd #1502, Toronto, ON M9B 0C3","C$629,000",2 bds2 ba- Condo for sale,629000,2,2,43.634172,-79.5406824
"79 Hedge End Rd, Toronto, ON M1B 5Z4","C$649,900",3 bds3 ba- Condo for sale,649900,3,3,43.8087902,-79.17192
"159 Dundas St E #2109, Toronto, ON M5B 0A9","C$555,000",1 bd1 ba- Condo for sale,555000,1,1,43.6568285,-79.37501519999999
"26 29th St #TOWNHOUSE, Toronto, ON M8W 3A8","C$899,900",3 bds2 ba- House for sale,899900,3,2,43.59688,-79.52906949999999
"31 Bales Ave #1811, Toronto, ON M2N 7L6","C$699,000",2 bds2 ba- Condo for sale,699000,2,2,43.7601677,-79.4088938
"234 Dunforest Ave, Toronto, ON M2N 4J9","C$3,880,000",5 bds7 ba- House for sale,3880000,5,7,43.7790433,-79.4000683
"31 Bales Ave #1811, Toronto, ON M2N 7L6","C$699,000",2 bds2 ba- Condo for sale,699000,2,2,43.7601677,-79.4088938
"26 29th St #TOWNHOUSE, Toronto, ON M8W 3A8","C$899,900",3 bds2 ba- House for sale,899900,3,2,43.59688,-79.52906949999999
"58 Trott Sq, Toronto, ON M1B 1V8","C$739,000",3 bds3 ba- House for sale,739000,3,3,43.8121998,-79.2289127
"100 Harbour St #2801, Toronto, ON M5J 0B5","C$689,900",1 bd1 ba- Condo for sale,689900,1,1,43.64177249999999,-79.37914599999999
"98 Lynnhaven Rd, Toronto, ON M6A 2K9","C$1,999,998",3 bds2 ba- House for sale,1999998,3,2,43.7240447,-79.43983759999999
"240 Roxton Rd, Toronto, ON M6G 3P9","C$2,499,000","3 bds4 ba3,300 sqft- House for sale",2499000,3,4,43.6550391,-79.4218784
"1100 Lansdowne Ave #339, Toronto, ON M6H 4K1","C$1,629,000",2 bds4 ba- Condo for sale,1629000,2,4,43.6706438,-79.44841880000001
"112 George St #S212, Toronto, ON M5A 2M5","C$679,900",1 bd1 ba- Condo for sale,679900,1,1,43.6520584,-79.37145749999999
"4673 Jane St #318, Toronto, ON M3N 2L1","C$192,000",2 bds1 ba- Condo for sale,192000,2,1,43.770342,-79.5202032
"5 Sousa Mendes St UNIT 602, Toronto, ON M6P 0A8","C$899,999",2 bds3 ba- Townhouse for sale,899999,2,3,43.6611072,-79.4524115
"825 Church St #815, Toronto, ON M4W 3Z4","C$959,000",2 bds2 ba- Condo for sale,959000,2,2,43.6729415,-79.386777
"668 Eglinton Ave E, Toronto, ON M4G 2K4","C$1,850,000",3 bds2 ba- House for sale,1850000,3,2,43.7121291,-79.3729836
"189 Queen St E #3, Toronto, ON M5A 1S2","C$1,596,000",1 bd2 ba- Condo for sale,1596000,1,2,43.6539188,-79.371135
"30 Meadowglen Pl #318, Toronto, ON M1G 0A6","C$449,900",1 bd1 ba- Condo for sale,449900,1,1,43.7746779,-79.2305336
"72 Seminole Ave, Toronto, ON M1J 1N4","C$1,049,000",3 bds2 ba- House for sale,1049000,3,2,43.7474818,-79.24728309999999
"77 Harbour Sq #3112, Toronto, ON M5J 2S2","C$1,495,000",2 bds2 ba- Condo for sale,1495000,2,2,43.6396638,-79.3792757
"556 Palmerston Ave, Toronto, ON M6G 2P7","C$2,250,000",3 bds2 ba- House for sale,2250000,3,2,43.6649906,-79.41389939999999
"3121 Sheppard Ave E #332, Toronto, ON M1T 0B6","C$574,999",2 bds2 ba- Condo for sale,574999,2,2,43.7762767,-79.3166028
"554 Palmerston Ave, Toronto, ON M6G 2P7","C$1,975,000",3 bds2 ba- House for sale,1975000,3,2,43.6649409,-79.4139675
"362 The East Mall #1802, Toronto, ON M9B 6C4","C$534,900",2 bds2 ba- Condo for sale,534900,2,2,43.6426012,-79.5588071
"767 Cummer Ave, Toronto, ON M2H 1E8","C$1,299,900",4 bds4 ba- House for sale,1299900,4,4,43.7976531,-79.3784409
"6 Eva Rd #310, Toronto, ON M9C 0B1","C$759,900",2 bds2 ba- Condo for sale,759900,2,2,43.6406065,-79.56235989999999
